"","journal_issn","year","title","authors","journal","volume","issue","pages","doi","apa_reference","link","citation_count","abstract","first_author_affiliation","first_author_country","open_access","n_authors","status","docType","scholarlyOutput","citationCount","citeScore","percentCited","subjectCode.3200","rank.3200","percentile.3200","subjectCode.2700","rank.2700","percentile.2700","journal_meta_title","publisher","journal_coverageStartYear","journal_coverageEndYear","journal_is_openAccess","openAccess_articles","openArchive_articles","openAccess_type","openAccess_start_date","openAccess_allow_author_paid"
"21","09567976","2024","Consolidation Enhances Sequential Multistep Anticipation but Diminishes Access to Perceptual Features","Tarder-Stoll, H., Baldassano, C., Aly, M.","Psychological Science","35","10","1178-1199","10.1177/09567976241256617","Tarder-Stoll, H., Baldassano, C., Aly, M. (2024). Consolidation Enhances Sequential Multistep Anticipation but Diminishes Access to Perceptual Features. Psychological Science, 35(10), 1178-1199. https://doi.org/10.1177/09567976241256617","https://doi.org/10.1177/09567976241256617","1","Many experiences unfold predictably over time. Memory for these temporal regularities enables anticipation of events multiple steps into the future. Because temporally predictable events repeat over days, weeks, and years, we must maintain—and potentially transform—memories of temporal structure to support adaptive behavior. We explored how individuals build durable models of temporal regularities to guide multistep anticipation. Healthy young adults (Experiment 1: N = 99, age range = 18–40 years; Experiment 2: N = 204, age range = 19–40 years) learned sequences of scene images that were predictable at the category level and contained incidental perceptual details. Individuals then anticipated upcoming scene categories multiple steps into the future, immediately and at a delay. Consolidation increased the efficiency of anticipation, particularly for events further in the future, but diminished access to perceptual features. Further, maintaining a link-based model of the sequence after consolidation improved anticipation accuracy. Consolidation may therefore promote efficient and durable models of temporal structure, thus facilitating anticipation of future events.","Columbia University","United States","0","3","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"22","09567976","2024","Statistical Learning Facilitates Access to Awareness","Xu, L., Paffen, C.L.E., Van der Stigchel, S., Gayet, S.","Psychological Science","35","9","1035-1047","10.1177/09567976241263344","Xu, L., Paffen, C.L.E., Van der Stigchel, S., Gayet, S. (2024). Statistical Learning Facilitates Access to Awareness. Psychological Science, 35(9), 1035-1047. https://doi.org/10.1177/09567976241263344","https://doi.org/10.1177/09567976241263344","0","Statistical learning is a powerful mechanism that enables the rapid extraction of regularities from sensory inputs. Although numerous studies have established that statistical learning serves a wide range of cognitive functions, it remains unknown whether statistical learning impacts conscious access. To address this question, we applied multiple paradigms in a series of experiments (N = 153 adults): Two reaction-time-based breaking continuous flash suppression (b-CFS) experiments showed that probable objects break through suppression faster than improbable objects. A preregistered accuracy-based b-CFS experiment showed higher localization accuracy for suppressed probable (versus improbable) objects under identical presentation durations, thereby excluding the possibility of processing differences emerging after conscious access (e.g., criterion shifts). Consistent with these findings, a supplemental visual-masking experiment reaffirmed higher localization sensitivity to probable objects over improbable objects. Together, these findings demonstrate that statistical learning alters the competition for scarce conscious resources, thereby potentially contributing to established effects of statistical learning on higher-level cognitive processes that require consciousness.","Helmholtz Instituut","Netherlands","1","4","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"23","09567976","2024","Intervening After Trauma: Child–parent Psychotherapy Treatment Is Associated With Lower Pediatric Epigenetic Age Acceleration","Sullivan, A.D.W., Merrill, S.M., Konwar, C., Coccia, M., Rivera, L., MacIsaac, J.L., Lieberman, A.F., Kobor, M.S., Bush, N.R.","Psychological Science","35","9","1062-1073","10.1177/09567976241260247","Sullivan, A.D.W., Merrill, S.M., Konwar, C., Coccia, M., Rivera, L., MacIsaac, J.L., Lieberman, A.F., Kobor, M.S., Bush, N.R. (2024). Intervening After Trauma: Child–parent Psychotherapy Treatment Is Associated With Lower Pediatric Epigenetic Age Acceleration. Psychological Science, 35(9), 1062-1073. https://doi.org/10.1177/09567976241260247","https://doi.org/10.1177/09567976241260247","3","Early-life adversity increases the risk of health problems. Interventions supporting protective and responsive caregiving offer a promising approach to attenuating adversity-induced changes in stress-sensitive biomarkers. This study tested whether participation in an evidence-based dyadic psychosocial intervention, child–parent psychotherapy (CPP), was related to lower epigenetic age acceleration, a trauma-sensitive biomarker of accelerated biological aging that is associated with later health impairment, in a sample of children with trauma histories. Within this quasi-experimental, repeated-measures study, we examined epigenetic age acceleration at baseline and postintervention in a low-income sample of children receiving CPP treatment (n = 45; age range = 2–6 years; 76% Latino) compared with a weighted, propensity-matched community-comparison sample (n = 110; age range = 3–6 years; 40% Latino). Baseline epigenetic age acceleration was equivalent across groups. However, posttreatment, epigenetic age acceleration in the treatment group was lower than in the matched community sample. Findings highlight the potential for a dyadic psychosocial intervention to ameliorate accelerated biological aging in trauma-exposed children.","Faculty of Arts and Sciences","United States","1","9","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"24","09567976","2024","the Language of (Non)replicable Social Science","Herzenstein, M., Rosario, S., Oblander, S., Netzer, O.","Psychological Science","35","9","1048-1061","10.1177/09567976241254037","Herzenstein, M., Rosario, S., Oblander, S., Netzer, O. (2024). the Language of (Non)replicable Social Science. Psychological Science, 35(9), 1048-1061. https://doi.org/10.1177/09567976241254037","https://doi.org/10.1177/09567976241254037","0","Using publicly available data from 299 preregistered replications from the social sciences, we found that the language used to describe a study can predict its replicability above and beyond a large set of controls related to the article characteristics, study design and results, author information, and replication effort. To understand why, we analyzed the textual differences between replicable and nonreplicable studies. Our findings suggest that the language in replicable studies is transparent and confident, written in a detailed and complex manner, and generally exhibits markers of truthful communication, possibly demonstrating the researchers’ confidence in the study. Nonreplicable studies, however, are vaguely written and have markers of persuasion techniques, such as the use of positivity and clout. Thus, our findings allude to the possibility that authors of nonreplicable studies are more likely to make an effort, through their writing, to persuade readers of their (possibly weaker) results.","Columbia Business School","United States","0","4","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"25","09567976","2024","Why Twitter Sometimes Rewards What Most People Disapprove Of: the Case of Cross-Party Political Relations","Heltzel, G., Laurin, K.","Psychological Science","35","9","976-994","10.1177/09567976241258149","Heltzel, G., Laurin, K. (2024). Why Twitter Sometimes Rewards What Most People Disapprove Of: the Case of Cross-Party Political Relations. Psychological Science, 35(9), 976-994. https://doi.org/10.1177/09567976241258149","https://doi.org/10.1177/09567976241258149","0","Recent evidence has shown that social-media platforms like Twitter (now X) reward politically divisive content, even though most people disapprove of interparty conflict and negativity. We document this discrepancy and provide the first evidence explaining it, using tweets by U.S. Senators and American adults’ responses to them. Studies 1a and 1b examined 6,135 such tweets, finding that dismissing tweets received more Likes and Retweets than tweets that engaged constructively with opponents. In contrast, Studies 2a and 2b (N = 856; 1,968 observations) revealed that the broader public, if anything, prefers politicians’ engaging tweets. Studies 3 (N = 323; 4,571 observations) and 4 (N = 261; 2,610 observations) supported two distinct explanations for this disconnect. First, users who frequently react to politicians’ tweets are an influential yet unrepresentative minority, rewarding dismissing posts because, unlike most people, they prefer them. Second, the silent majority admit that they too would reward dismissing posts more, despite disapproving of them. These findings help explain why popular online content sometimes distorts true public opinion.","The University of British Columbia","Canada","1","2","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"26","09567976","2024","Not All Powerful People Are Created Equal: an Examination of Gender and Pathways to Social Hierarchy Through the Lens of Social Cognition","Townsend, C.H., Mishra, S., Kray, L.J.","Psychological Science","35","9","962-975","10.1177/09567976241260251","Townsend, C.H., Mishra, S., Kray, L.J. (2024). Not All Powerful People Are Created Equal: an Examination of Gender and Pathways to Social Hierarchy Through the Lens of Social Cognition. Psychological Science, 35(9), 962-975. https://doi.org/10.1177/09567976241260251","https://doi.org/10.1177/09567976241260251","0","Across four studies (N = 816 U.S. adults), we uncovered a gender stereotype about dual pathways to social hierarchy: Men were associated with power, and women were associated with status. We detected this pattern both explicitly and implicitly in perceptions of individuals drawn from Forbes magazine’s powerful people lists in undergraduate and online samples. We examined social-cognitive implications, including prominent people’s degree of recognition by individuals and society, and the formation of men’s and women’s self-concepts. We found that power (status) ratings predicted greater recognition of men (women) and lesser recognition of women (men). In terms of the self-concept, we found that women internalized the stereotype associating women with status more than power implicitly and explicitly. Although men explicitly reported having less status and more power than women, men implicitly associated the self with status as much as power. No gender differences emerged in the desires for power and status.","Haas School of Business","United States","1","3","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"27","09567976","2024","Does Physiological Arousal Increase Social Transmission of Information? Two Replications of Berger (2011)","Prowten, S., Walker, E., London, B., Pearce, E., Napoli, A., Chenevert, B., Clevenger, C., Smith, A.R.","Psychological Science","35","9","1025-1034","10.1177/09567976241257255","Prowten, S., Walker, E., London, B., Pearce, E., Napoli, A., Chenevert, B., Clevenger, C., Smith, A.R. (2024). Does Physiological Arousal Increase Social Transmission of Information? Two Replications of Berger (2011). Psychological Science, 35(9), 1025-1034. https://doi.org/10.1177/09567976241257255","https://doi.org/10.1177/09567976241257255","0","People share information for many reasons. For example, Berger (2011, N = 40) found that undergraduate participants manipulated to have higher physiological arousal were more likely to share a news article with others via email than people who had low arousal. Berger’s research is widely cited as evidence of the causal role of arousal in sharing information and has been used to explain why information that induces high-arousal emotions is shared more than information that induces low-arousal emotions. We conducted two replications (N = 111, N = 160) of Berger’s study, using the same arousal manipulation but updating the sharing measure to reflect the rise of information sharing through social media. Both studies failed to find an impact of incidental physiological arousal on undergraduate participants’ willingness to share news articles on social media. Our studies cast doubt on the idea that incidental physiological arousal—in the absence of other factors—impacts people’s decisions to share information on social networking sites.","Appalachian State University","United States","0","8","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"28","09567976","2024","Learning From Aggregated Opinion","Oktar, K., Lombrozo, T., Griffiths, T.L.","Psychological Science","35","9","1010-1024","10.1177/09567976241251741","Oktar, K., Lombrozo, T., Griffiths, T.L. (2024). Learning From Aggregated Opinion. Psychological Science, 35(9), 1010-1024. https://doi.org/10.1177/09567976241251741","https://doi.org/10.1177/09567976241251741","1","The capacity to leverage information from others’ opinions is a hallmark of human cognition. Consequently, past research has investigated how we learn from others’ testimony. Yet a distinct form of social information—aggregated opinion—increasingly guides our judgments and decisions. We investigated how people learn from such information by conducting three experiments with participants recruited online within the United States (N = 886) comparing the predictions of three computational models: a Bayesian solution to this problem that can be implemented by a simple strategy for combining proportions with prior beliefs, and two alternatives from epistemology and economics. Across all studies, we found the strongest concordance between participants’ judgments and the predictions of the Bayesian model, though some participants’ judgments were better captured by alternative strategies. These findings lay the groundwork for future research and show that people draw systematic inferences from aggregated opinion, often in line with a Bayesian solution.","School of Engineering and Applied Science","United States","0","3","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"29","09567976","2024","Task Termination Triggers Spontaneous Removal of Information From Visual Working Memory","Tsubomi, H., Fukuda, K., Kikumoto, A., Mayr, U., Vogel, E.K.","Psychological Science","35","9","995-1009","10.1177/09567976241246709","Tsubomi, H., Fukuda, K., Kikumoto, A., Mayr, U., Vogel, E.K. (2024). Task Termination Triggers Spontaneous Removal of Information From Visual Working Memory. Psychological Science, 35(9), 995-1009. https://doi.org/10.1177/09567976241246709","https://doi.org/10.1177/09567976241246709","0","Working memory (WM) is a goal-directed memory system that actively maintains a limited amount of task-relevant information to serve the current goal. By this definition, WM maintenance should be terminated after the goal is accomplished, spontaneously removing no-longer-relevant information from WM. Past studies have failed to provide direct evidence of spontaneous removal of WM content by allowing participants to engage in a strategic reallocation of WM resources to competing information within WM. By contrast, we provide direct neural and behavioral evidence that visual WM content can be largely removed less than 1 s after it becomes obsolete, in the absence of a strategic allocation of resources (total N = 442 adults). These results demonstrate that visual WM is intrinsically a goal-directed system, and spontaneous removal provides a means for capacity-limited WM to keep up with ever-changing demands in a dynamic environment.","Institute for Mind and Biology, The University of Chicago","United States","0","5","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"30","09567976","2024","Proenvironmental Behavior Increases Subjective Well-Being: Evidence From an Experience-Sampling Study and a Randomized Experiment","Prinzing, M.","Psychological Science","35","9","951-961","10.1177/09567976241251766","Prinzing, M. (2024). Proenvironmental Behavior Increases Subjective Well-Being: Evidence From an Experience-Sampling Study and a Randomized Experiment. Psychological Science, 35(9), 951-961. https://doi.org/10.1177/09567976241251766","https://doi.org/10.1177/09567976241251766","1","Two preregistered studies investigated whether engaging in proenvironmental behavior increases a person’s well-being. A 10-day experience-sampling study (7,161 observations from 181 adults in 14 countries, primarily the United States) revealed positive within-person and between-person associations, and a randomized controlled experiment (N = 545 U.S. undergraduates) found that incorporating proenvironmental behavior into individuals’ daily activities increased their experiences of happiness and meaning in life. Indeed, the effect was comparable to incorporating activities selected specifically to elicit such positive states, though these results may be affected by demand characteristics. The studies also offered some tentative preliminary evidence about why such an effect might emerge. There was some support for the hypothesis that proenvironmental behavior affects well-being by creating a “warm glow.” But overall the findings align more closely with the hypothesis that proenvironmental behavior helps to satisfy individuals’ basic psychological needs.","Baylor University","United States","0","1","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"31","09567976","2024","When and Why Antiegalitarianism Affects Resistance to Supporting Black-Owned Businesses","Shepherd, S., Crabbe, R., Chartrand, T.L., Fitzsimons, G.J., Kay, A.C.","Psychological Science","35","8","827-839","10.1177/09567976241237700","Shepherd, S., Crabbe, R., Chartrand, T.L., Fitzsimons, G.J., Kay, A.C. (2024). When and Why Antiegalitarianism Affects Resistance to Supporting Black-Owned Businesses. Psychological Science, 35(8), 827-839. https://doi.org/10.1177/09567976241237700","https://doi.org/10.1177/09567976241237700","1","Understanding how initiatives to support Black-owned businesses are received, and why, has important social and economic implications. To address this, we designed three experiments to investigate the role of antiegalitarian versus egalitarian ideologies among White American adults. In Study 1 (N = 199), antiegalitarianism (vs. egalitarianism) predicted viewing initiatives supporting a Black-owned business as less fair, but only when the business was competing with other (presumably White-owned) businesses. In Study 2 (N = 801), antiegalitarianism predicted applying survival-of-the-fittest market beliefs, particularly to Black-owned businesses. Antiegalitarianism also predicted viewing initiatives supporting Black-owned businesses as less fair than initiatives that targeted other (presumably White-owned) businesses, especially for tangible (vs. symbolic) support that directly impacts the success of a business. In Study 3 (N = 590), antiegalitarianism predicted rejecting a program investing in Black-owned businesses. These insights demonstrate how antiegalitarian ideology can have the effect of maintaining race-based inequality, hindering programs designed to reduce that inequality.","Spears School of Business at Oklahoma State University","United States","0","5","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"32","09567976","2024","Risky-Choice Framing Effects Result Partly From Mismatched Option Descriptions in Gains and Losses","DeKay, M.L., Dou, S.","Psychological Science","35","8","918-932","10.1177/09567976241249183","DeKay, M.L., Dou, S. (2024). Risky-Choice Framing Effects Result Partly From Mismatched Option Descriptions in Gains and Losses. Psychological Science, 35(8), 918-932. https://doi.org/10.1177/09567976241249183","https://doi.org/10.1177/09567976241249183","0","Textbook psychology holds that people usually prefer a certain option over a risky one when options are framed as gains but prefer the opposite when options are framed as losses. However, this pattern can be amplified, eliminated, or reversed depending on whether option descriptions include only positive information (e.g., “200 people will be saved”), only negative information (e.g., “400 people will not be saved”), or both. Previous studies suggest that framing effects arise only when option descriptions are mismatched across frames. Using online and student samples (Ns = 906 and 521), we investigated 81 framing-effect variants created from matched and mismatched pairs of 18 option descriptions (nine in each frame). Description valence or gist explained substantial variation in risk preferences (prospect theory does not predict such variation), but a considerable framing effect remained in our balanced design. Risky-choice framing effects appear to be partly—but not completely—the result of mismatched comparisons.","Nationwide Mutual Insurance Company","United States","1","2","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"33","09567976","2024","the Causes and Consequences of Drifting Expectations","Villano, W.J., Kraus, N.I., Reneau, T.R., Jaso, B.A., Otto, A.R., Heller, A.S.","Psychological Science","35","8","900-917","10.1177/09567976241235930","Villano, W.J., Kraus, N.I., Reneau, T.R., Jaso, B.A., Otto, A.R., Heller, A.S. (2024). the Causes and Consequences of Drifting Expectations. Psychological Science, 35(8), 900-917. https://doi.org/10.1177/09567976241235930","https://doi.org/10.1177/09567976241235930","0","Awaiting news of uncertain outcomes is distressing because the news might be disappointing. To prevent such disappointments, people often “brace for the worst,” pessimistically lowering expectations before news arrives to decrease the possibility of surprising disappointment (a negative prediction error, or PE). Computational decision-making research commonly assumes that expectations do not drift within trials, yet it is unclear whether expectations pessimistically drift in real-world, high-stakes settings, what factors influence expectation drift, and whether it effectively buffers emotional responses to goal-relevant outcomes. Moreover, individuals learn from PEs to accurately anticipate future outcomes, but it is unknown whether expectation drift also impedes PE-based learning. In a sample of students awaiting exam grades (N = 625), we found that expectations often drift and tend to drift pessimistically. We demonstrate that bracing is preferentially modulated by uncertainty; it transiently buffers the initial emotional impact of negative PEs but impairs PE-based learning, counterintuitively sustaining uncertainty into the future.","College of Arts and Sciences","United States","0","6","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"34","09567976","2024","the Basic Units of Working Memory Manipulation Are Boolean Maps, Not Objects","Ji, H., Wang, K., Kong, G., Zhang, X., He, W., Ding, X.","Psychological Science","35","8","887-899","10.1177/09567976241257443","Ji, H., Wang, K., Kong, G., Zhang, X., He, W., Ding, X. (2024). the Basic Units of Working Memory Manipulation Are Boolean Maps, Not Objects. Psychological Science, 35(8), 887-899. https://doi.org/10.1177/09567976241257443","https://doi.org/10.1177/09567976241257443","1","Determining the manipulation unit of working memory is one of the fundamental questions in understanding how working memory functions. The prevalent object-based theory in cognitive research predicts that memory manipulation is performed on the level of objects. Here we show instead that the basic units of working memory manipulation are Boolean maps, a data structure describing what can be perceived in an instant. We developed four new manipulation tasks (with data from 80 adults) and showed that manipulation times only increased when the number of Boolean maps manipulated increased. Increasing the number of orientations manipulated did not induce longer manipulation times, consistent with a key prediction of the Boolean map theory. Our results show that Boolean maps are the manipulation unit of working memory.","Waseda Institute for Advanced Study","Japan","0","6","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"35","09567976","2024","Sensitivity to the Instrumental Value of Choice Increases Across Development","Nussenbaum, K., Katzman, P.L., Lu, H., Zorowitz, S., Hartley, C.A.","Psychological Science","35","8","933-947","10.1177/09567976241256961","Nussenbaum, K., Katzman, P.L., Lu, H., Zorowitz, S., Hartley, C.A. (2024). Sensitivity to the Instrumental Value of Choice Increases Across Development. Psychological Science, 35(8), 933-947. https://doi.org/10.1177/09567976241256961","https://doi.org/10.1177/09567976241256961","0","Across development, people tend to demonstrate a preference for contexts in which they have the opportunity to make choices. However, it is not clear how children, adolescents, and adults learn to calibrate this preference based on the costs and benefits of agentic choice. Here, in both a primary, in-person, reinforcement-learning experiment (N = 92; age range = 10–25 years) and a preregistered online replication study (N = 150; age range = 8–25 years), we found that participants overvalued agentic choice but also calibrated their agency decisions to the reward structure of the environment, increasingly selecting agentic choice when choice had greater instrumental value. Regression analyses and computational modeling of participant choices revealed that participants’ bias toward agentic choice—reflecting its intrinsic value—remained consistent across age, whereas sensitivity to the instrumental value of agentic choice increased from childhood to early adulthood.","New York University","United States","0","5","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"36","09567976","2024","Promoting Erroneous Divergent Opinions Increases the Wisdom of Crowds","Barrera-Lemarchand, F., Balenzuela, P., Bahrami, B., Deroy, O., Navajas, J.","Psychological Science","35","8","872-886","10.1177/09567976241252138","Barrera-Lemarchand, F., Balenzuela, P., Bahrami, B., Deroy, O., Navajas, J. (2024). Promoting Erroneous Divergent Opinions Increases the Wisdom of Crowds. Psychological Science, 35(8), 872-886. https://doi.org/10.1177/09567976241252138","https://doi.org/10.1177/09567976241252138","1","The aggregation of many lay judgments generates surprisingly accurate estimates. This phenomenon, called the “wisdom of crowds,” has been demonstrated in domains such as medical decision-making and financial forecasting. Previous research identified two factors driving this effect: the accuracy of individual assessments and the diversity of opinions. Most available strategies to enhance the wisdom of crowds have focused on improving individual accuracy while neglecting the potential of increasing opinion diversity. Here, we study a complementary approach to reduce collective error by promoting erroneous divergent opinions. This strategy proposes to anchor half of the crowd to a small value and the other half to a large value before eliciting and averaging all estimates. Consistent with our mathematical modeling, four experiments (N = 1,362 adults) demonstrated that this method is effective for estimation and forecasting tasks. Beyond the practical implications, these findings offer new theoretical insights into the epistemic value of collective decision-making.","School of Advanced Study, University of London","United Kingdom","0","5","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"37","09567976","2024","Autistic Traits Modulate Social Synchronizations Between School-Aged Children: Insights From Three Fnirs Hyperscanning Experiments","Zhou, X., Hong, X., Wong, P.C.M.","Psychological Science","35","8","840-857","10.1177/09567976241237699","Zhou, X., Hong, X., Wong, P.C.M. (2024). Autistic Traits Modulate Social Synchronizations Between School-Aged Children: Insights From Three Fnirs Hyperscanning Experiments. Psychological Science, 35(8), 840-857. https://doi.org/10.1177/09567976241237699","https://doi.org/10.1177/09567976241237699","3","The current study investigated how autistic traits modulate peer interactions using functional near-infrared spectroscopy (fNIRS) hyperscanning. Across three experiments, we tested the effect of copresence, joint activity, and a tangible goal during cooperative interactions on interbrain coherence (IBC) in school-aged children between 9 and 11 years old. Twenty-three dyads of children watched a video alone or together in Experiment 1, engaged in joint or self-paced book reading in Experiment 2, and pretended to play a Jenga game or played for real in Experiment 3. We found that all three formats of social interactions increased IBC in the frontotemporoparietal networks, which have been reported to support social interaction. Further, our results revealed the shared and unique interbrain connections that were predictive of the lower and higher parent-reported autism-spectrum quotient scores, which indicated child autistic traits. Results from a convergence of three experiments provide the first evidence to date that IBC is modulated by child autistic traits.","National Acoustic Laboratories","Australia","0","3","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"38","09567976","2024","People Have Systematically Different Ownership Intuitions in Seemingly Simple Cases","Zhang, X., Bloom, P., Jara-Ettinger, J.","Psychological Science","35","8","858-871","10.1177/09567976241240424","Zhang, X., Bloom, P., Jara-Ettinger, J. (2024). People Have Systematically Different Ownership Intuitions in Seemingly Simple Cases. Psychological Science, 35(8), 858-871. https://doi.org/10.1177/09567976241240424","https://doi.org/10.1177/09567976241240424","0","Our understanding of ownership influences how we interact with objects and with each other. Here, we studied people’s intuitions about ownership transfer using a set of simple, parametrically varied events. We found that people (N = 120 U.S. adults) had similar intuitions about ownership for some events but sharply opposing intuitions for others (Experiment 1). People (N = 120 U.S. adults) were unaware of these conflicts and overestimated ownership consensus (Experiment 2). Moreover, differences in people’s ownership intuitions predicted their intuitions about the acceptability of using, altering, controlling, and destroying the owned object (N = 130 U.S. adults; Experiment 3), even when ownership was not explicitly mentioned (N = 130 U.S. adults; Experiment 4). Subject-level analyses suggest that these disagreements reflect at least two underlying intuitive theories, one in which intentions are central to ownership and another in which physical possession is prioritized.","University of Toronto","Canada","0","3","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"39","09567976","2024","Cutting Through the Noise: Auditory Scenes and Their Effects on Visual Object Processing","Williams, J.R., Störmer, V.S.","Psychological Science","35","7","814-824","10.1177/09567976241237737","Williams, J.R., Störmer, V.S. (2024). Cutting Through the Noise: Auditory Scenes and Their Effects on Visual Object Processing. Psychological Science, 35(7), 814-824. https://doi.org/10.1177/09567976241237737","https://doi.org/10.1177/09567976241237737","0","Despite the intuitive feeling that our visual experience is coherent and comprehensive, the world is full of ambiguous and indeterminate information. Here we explore how the visual system might take advantage of ambient sounds to resolve this ambiguity. Young adults (ns = 20–30) were tasked with identifying an object slowly fading in through visual noise while a task-irrelevant sound played. We found that participants demanded more visual information when the auditory object was incongruent with the visual object compared to when it was not. Auditory scenes, which are only probabilistically related to specific objects, produced similar facilitation even for unheard objects (e.g., a bench). Notably, these effects traverse categorical and specific auditory and visual-processing domains as participants performed across-category and within-category visual tasks, underscoring cross-modal integration across multiple levels of perceptual processing. To summarize, our study reveals the importance of audiovisual interactions to support meaningful perceptual experiences in naturalistic settings.","Faculty of Arts and Sciences","United States","0","2","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"40","09567976","2024","Ambivalent Sexism and Tolerance of Violence Against Women in India","Sengupta, N.K., Hammond, M.D., Deak, C.K., Malhotra, R.S.","Psychological Science","35","7","712-721","10.1177/09567976241254312","Sengupta, N.K., Hammond, M.D., Deak, C.K., Malhotra, R.S. (2024). Ambivalent Sexism and Tolerance of Violence Against Women in India. Psychological Science, 35(7), 712-721. https://doi.org/10.1177/09567976241254312","https://doi.org/10.1177/09567976241254312","0","We examined associations between sexist beliefs and tolerance of violence against women in India using a nationally representative probability sample of adults (n = 133,398). Research consistently indicates that hostile sexism fosters tolerance of violence against women. However, benevolent sexism is sometimes associated with higher tolerance and sometimes with lower tolerance of violence. We proposed that this inconsistency could be resolved by considering the source of violence: Is violence perpetrated by outsiders or intimate partners? Results of a multigroup structural equation model showed that endorsement of hostile sexism was related to greater tolerance of violence regardless of the source. In contrast, endorsement of benevolent sexism was associated with lower tolerance of violence from outsiders but was simultaneously associated with higher tolerance of spousal violence. These opposing processes indicate that although benevolent sexism promises women protection from violence, the very same ideology legitimizes spousal violence, thereby reinforcing men’s power within intimate relationships.","University of Kent","United Kingdom","1","4","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"41","09567976","2024","Preregistered Replication and Extension of “Moral Hypocrisy: Social Groups and the Flexibility of Virtue”","Robertson, C.E., Akles, M., Van Bavel, J.J.","Psychological Science","35","7","798-813","10.1177/09567976241246552","Robertson, C.E., Akles, M., Van Bavel, J.J. (2024). Preregistered Replication and Extension of “Moral Hypocrisy: Social Groups and the Flexibility of Virtue”. Psychological Science, 35(7), 798-813. https://doi.org/10.1177/09567976241246552","https://doi.org/10.1177/09567976241246552","0","The tendency for people to consider themselves morally good while behaving selfishly is known as moral hypocrisy. Influential work by Valdesolo and DeSteno (2007) found evidence for intergroup moral hypocrisy such that people were more forgiving of transgressions when they were committed by an in-group member than an out-group member. We conducted two experiments to examine moral hypocrisy and group membership in an online paradigm with Prolific workers from the United States: a direct replication of the original work with minimal groups (N = 610; nationally representative) and a conceptual replication with political groups (N = 606; 50% Democrats and 50% Republicans). Although the results did not replicate the original findings, we observed evidence of in-group favoritism in minimal groups and out-group derogation in political groups. The current research finds mixed evidence of intergroup moral hypocrisy and has implications for understanding the contextual dependencies of intergroup bias and partisanship.","NHH Norwegian School of Economics","Norway","0","3","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
